"home",0.0,0.0,0.0
"grinding",18.3,-13.10,0.00
"line_1",31.0,0.0,3.05
"line_2",29.0,0.0,3.05
"line_3",27.0,0.0,3.05
"line_4",25.0,0.0,3.05
"line_5",23.0,0.0,3.05
"line_6",21.0,0.0,3.05
"line_7",19.0,0.0,3.05
"line_8",17.0,0.0,3.05
